Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;T3;Hors communication;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*23*1*1;RUE SAINT MAUR;CHAdeMO;Hors communication;Oui;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*23*1*1;RUE SAINT MAUR;T3;Hors communication;Non;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*22*1*1;RUE LECOURBE;CHAdeMO;En diagnostic;Oui;170;Oui;BELIB;;RUE LECOURBE;75015;Paris;France;48.841529,2.298576
FR*V75*EBELI*19*1*3;RUE DE CRIMEE;Combo;Disponible;Oui;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*V75*EBELI*33*1*3;RUE DANTON;Combo;Disponible;Oui;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*33*1*1;RUE DANTON;T2;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*34*1*3;RUE DE RENNES;Combo;Hors communication;Oui;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*52*1*3;RUE FABERT;T2;Hors communication;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*65*1*3;RUE DE MEDICIS;CHAdeMO;Hors communication;Oui;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*83*1*1;BOULEVARD SERURIER;T2;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;T3;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*95*1*2;Paris - avenue iena;E/F;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;CHAdeMO;Hors communication;Oui;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;E/F;Disponible;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;T3;Disponible;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;CHAdeMO;En diagnostic;Oui;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*66*1*1;RUE DE SEVRES;Combo;Hors communication;Oui;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*82*1*1;RUE RIQUET;Combo;Neutralisé;Oui;39;Oui;BELIB;;RUE RIQUET;75019;Paris;France;48.889011,2.371768
FR*V75*EBELI*37*1*1;RUE DU BAC;Combo;Disponible;Oui;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*3;RUE DU BAC;T2;Disponible;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*20*1*1;81 RUE DE ROME;T3;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*92*1*3;Rue de La Convention;E/F;Disponible;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*86*1*1;RUE ORDENER;E/F;Disponible;Non;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*86*1*3;RUE ORDENER;T2;Disponible;Non;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;T2;Disponible;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*17*1*2;RUE CHANGARNIER;E/F;Disponible;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;T2;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*80*1*3;RUE DES POISSONIERS;Combo;Disponible;Oui;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*1*1*1;Place Saint Gervais;T2;Neutralisé;Non;4;Oui;BELIB;;PLACE SAINT GERVAIS;75004;Paris;France;48.855667,2.354089
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;E/F;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;CHAdeMO;Disponible;Oui;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*75*1*2;AVENUE EMILE ZOLA;E/F;Occupé;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;CHAdeMO;Disponible;Oui;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*97*1*1;Docteur Goujon;T2;Neutralisé;Non;5;Oui;BELIB;;Rue Docteur Goujon;75012;Paris;France;48.839947,2.397822
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;CHAdeMO;Neutralisé;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;T2;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;E/F;Occupé;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;CHAdeMO;Disponible;Oui;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;T3;Disponible;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;T3;Occupé;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;T2;Occupé;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;T3;Occupé;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;T3;Disponible;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*31*1*1;RUE SAINT JACQUES;T2;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;T3;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*94*1*3;Rue Baron Leroy;E/F;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*62*1*1;72 RUE DE ROME;T2;Occupé;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*15*1*3;RUE ABEL;T3;Disponible;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*84*1*2;RUE LOUIS LUMIERE;E/F;Disponible;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*71*1*1;234 RUE DE TOLBIAC;T3;Disponible;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;T2;Disponible;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;T3;Neutralisé;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*7*1*3;BOULEVARD VOLTAIRE;T3;En diagnostic;Non;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;T2;Hors communication;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;CHAdeMO;Hors communication;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*23*1*1;RUE SAINT MAUR;E/F;Hors communication;Non;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;E/F;Hors communication;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;T3;En diagnostic;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*19*1*3;RUE DE CRIMEE;E/F;Disponible;Non;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*SOD*E*BELI*25*1*1*_;RUE ORDENER 2;CHAdeMO;Disponible;Oui;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*SOD*E*BELI*25*1*3*_;RUE ORDENER 2;T2;Disponible;Non;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;T2;Neutralisé;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;T3;Neutralisé;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;T2;Disponible;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*8*1*3;AVENUE DE FLANDRE;T2;Hors communication;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;T2;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;E/F;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*95*1*1;Paris - avenue iena;E/F;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*95*1*3;Paris - avenue iena;CHAdeMO;Hors communication;Oui;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;T3;Hors communication;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;T3;En diagnostic;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;Combo;Disponible;Oui;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*66*1*3;RUE DE SEVRES;T2;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*20*1*1;81 RUE DE ROME;Combo;Disponible;Oui;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*92*1*1;Rue de La Convention;T2;Disponible;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;Combo;Disponible;Oui;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*80*1*2;RUE DES POISSONIERS;E/F;Disponible;Non;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*1*1*2;Place Saint Gervais;E/F;Disponible;Non;4;Oui;BELIB;;PLACE SAINT GERVAIS;75004;Paris;France;48.855667,2.354089
FR*V75*EBELI*5*1*3;AV DUTUIT;T2;Disponible;Non;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*24*1*1;RUE VILLIOT;T2;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*12*1*3;AVENUE REILLE;T3;En diagnostic;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*12*1*1;AVENUE REILLE;Combo;Disponible;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*12*1*1;AVENUE REILLE;CHAdeMO;Disponible;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;T3;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*21*1*1;RUE DE TOLBIAC;T2;En diagnostic;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;T3;Occupé;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*30*1*3;PLACE DU PANTHEON;E/F;Occupé;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*51*1*3;BD EDGARD QUINET;Combo;Disponible;Oui;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;T3;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*89*1*1;RUE ADOLPHE MILLE;T2;Disponible;Non;9;Oui;BELIB;;RUE ADOLPHE MILLE;75019;Paris;France;48.88842,2.388149
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;T2;Occupé;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*4*1*1;AVENUE VICTOR HUGO;E/F;Disponible;Non;45;Oui;BELIB;;AVENUE VICTOR HUGO;75016;Paris;France;48.871465,2.289894
FR*V75*EBELI*4*1*1;AVENUE VICTOR HUGO;CHAdeMO;Disponible;Oui;45;Oui;BELIB;;AVENUE VICTOR HUGO;75016;Paris;France;48.871465,2.289894
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;Combo;Disponible;Oui;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;E/F;Occupé;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;E/F;Occupé;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;T2;Disponible;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*88*1*1;RUE REGNAULT;E/F;Disponible;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;Combo;Disponible;Oui;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;CHAdeMO;Disponible;Oui;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*48*1*3;BD VINCENT AURIOL;T2;Disponible;Non;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*94*1*1;Rue Baron Leroy;T2;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*94*1*1;Rue Baron Leroy;E/F;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*42*1*2;RUE LOUIS MURAT;E/F;Disponible;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*62*1*2;72 RUE DE ROME;E/F;Occupé;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*62*1*3;72 RUE DE ROME;E/F;Disponible;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*62*1*3;72 RUE DE ROME;T2;Disponible;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*15*1*1;RUE ABEL;CHAdeMO;Occupé;Oui;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*15*1*1;RUE ABEL;Combo;Occupé;Oui;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*38*1*1;RUE PERIGNON;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;T3;Occupé;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*7*1*1;BOULEVARD VOLTAIRE;CHAdeMO;En diagnostic;Oui;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;CHAdeMO;Hors communication;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;CHAdeMO;Hors communication;Oui;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;Combo;Hors communication;Oui;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*85*1*1;RUE DE BELLEVILLE;T3;En diagnostic;Non;6;Oui;BELIB;;RUE DE BELLEVILLE;75020;Paris;France;48.872192,2.377671
FR*V75*EBELI*85*1*1;RUE DE BELLEVILLE;E/F;En diagnostic;Non;6;Oui;BELIB;;RUE DE BELLEVILLE;75020;Paris;France;48.872192,2.377671
FR*V75*EBELI*85*1*1;RUE DE BELLEVILLE;CHAdeMO;En diagnostic;Oui;6;Oui;BELIB;;RUE DE BELLEVILLE;75020;Paris;France;48.872192,2.377671
FR*V75*EBELI*72*1*1;RUE DE L'AMIRAL MOUCHEZ;E/F;Hors communication;Non;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*72*1*3;RUE DE L'AMIRAL MOUCHEZ;T2;Hors communication;Non;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*19*1*1;RUE DE CRIMEE;CHAdeMO;Disponible;Oui;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*SOD*E*BELI*25*1*3*_;RUE ORDENER 2;CHAdeMO;Disponible;Oui;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*SOD*E*BELI*25*1*3*_;RUE ORDENER 2;E/F;Disponible;Non;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;E/F;En diagnostic;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*33*1*1;RUE DANTON;T3;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*34*1*1;RUE DE RENNES;Combo;Hors communication;Oui;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;Combo;Hors communication;Oui;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;CHAdeMO;Disponible;Oui;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;E/F;Hors communication;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;CHAdeMO;Hors communication;Oui;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;Combo;Disponible;Oui;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;E/F;Neutralisé;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;T2;En diagnostic;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*82*1*3;RUE RIQUET;Combo;Neutralisé;Oui;39;Oui;BELIB;;RUE RIQUET;75019;Paris;France;48.889011,2.371768
FR*V75*EBELI*82*1*3;RUE RIQUET;CHAdeMO;Neutralisé;Oui;39;Oui;BELIB;;RUE RIQUET;75019;Paris;France;48.889011,2.371768
FR*V75*EBELI*32*1*3;RUE MONGE;Combo;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*92*1*1;Rue de La Convention;E/F;Disponible;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*92*1*3;Rue de La Convention;T3;Disponible;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*1*1*1;Place Saint Gervais;T3;Neutralisé;Non;4;Oui;BELIB;;PLACE SAINT GERVAIS;75004;Paris;France;48.855667,2.354089
FR*V75*EBELI*1*1*1;Place Saint Gervais;Combo;Neutralisé;Oui;4;Oui;BELIB;;PLACE SAINT GERVAIS;75004;Paris;France;48.855667,2.354089
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;Combo;Disponible;Oui;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*81*1*2;AVENUE DE SAINT OUEN;E/F;Occupé;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;T2;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;Combo;Occupé;Oui;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*77*1*2;AVENUE MARCEL DORET;E/F;Disponible;Non;4;Oui;BELIB;;AVENUE MARCEL DORET;75016;Paris;France;48.837055,2.259932
FR*V75*EBELI*77*1*3;AVENUE MARCEL DORET;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;AVENUE MARCEL DORET;75016;Paris;France;48.837055,2.259932
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;T3;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;T2;Occupé;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*63*1*2;BOULEVARD DES CAPUCINES;E/F;Occupé;Non;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
FR*V75*EBELI*88*1*3;RUE REGNAULT;Combo;Disponible;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;Combo;Occupé;Oui;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*18*1*3;RUE CHARDON LAGACHE;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*48*1*3;BD VINCENT AURIOL;CHAdeMO;Disponible;Oui;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;T3;Disponible;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*42*1*1;RUE LOUIS MURAT;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*62*1*3;72 RUE DE ROME;Combo;Disponible;Oui;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;Combo;Neutralisé;Oui;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*78*1*2;BOULEVARD MURAT;E/F;Occupé;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;E/F;Occupé;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
